56.1
54.9
57.7
56.3
53.9
56.4
55.7
54.5
53.8
52.9
52.9
52.2
50.9
48.9
49.2
49.3
48.7
48.7
48.2
46.8
50.6
51.7
52.4
52.3
54.3
55.8
53.6
54.8
57.0
57.2
58.1
57.8
56.7
55.8
54.9
54.7
53.2
51.4
52.5
49.9
49.7
48.7
48.5
43.9
42.3
42.1
43.1
42.7
41.3
43.2
43.5
46.3
46.2
40.8
44.1
45.3
47.5
50.7
52.4
52.4
53.1
53.6
50.2
50.3
50.5
49.0
48.5
51.6
51.3
48.8
46.3
46.1
49.0
49.0
51.0
53.2
52.4
55.2
58.4
60.1
60.8
59.9
60.6
60.6
61.4
60.5
59.9
58.5
57.4
56.3
56.2
57.2
56.8
55.5
55.2
52.2
50.8
52.4
52.8
52.4
56.8
57.2
56.7
55.1
55.0
55.8
54.3
55.2
53.7
52.0
53.0
53.7
52.2
51.4
50.3
51.4
49.5
51.9
50.7
52.6
52.5
